id	Industry_Vertical	SubVertical	City
10966686	ECommerce	Mobile Accessories etailer	New Delhi
10967317	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10967562	Consumer Internet	Parenting Social Network	Bangalore
10968277	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10968803	Healthcare	Medical Tourism platform	Pune
10969206	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10969572	Education	Career Planning and Education Advisory Platform	Mumbai
10969930	ECommerce	Kids Focused eTailer	Pune
10970661	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10971078	Education	Mobile Based Education platform	Jaipur
10971485	ECommerce	Specialty Tea ETailer	Siliguri
10971629	ECommerce	Construction Material ETailer	Gurgaon
10971645	Consumer Internet	Food Ordering Mobile App	Hyderabad
10971776	Consumer Internet	Online Payment Gateway	Mumbai
10972368	Consumer Internet	P2P Messaging Service	New Delhi
10972557	Healthcare	Professional Health Services Platform	Mumbai
10972858	Consumer Internet	Party Hall Booking platform	Bangalore
10972920	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10973816	Consumer Internet	Mobile app based Job Search	Noida
10973892	Technology	Medical Automation platform	Bangalore
10974242	Consumer Internet	Mobile balance Checking App	Gurgaon
10974423	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10975001	Consumer Interne	Medical Video Consultation platform	Bangalore
10975045	eCommerce	Solution provider for pet needs	Mumbai
10975106	ECommerce	Online marketplace for cars	Mumbai
10975400	E-commerce	Food and Beverages	Bengaluru
10975432	Technology	Home Automation & Security Solutions	Bangalore
10975960	Consumer Internet	Mobile based Referral Platform	Mumbai
10976020	Healthcare	Salons & Spa Chain	Gurgaon
10977049	Technology	Online Tutorial Marketplace	Bangalore
10978139	Consumer Internet	Fresh Food Delivery platform	Bangalore
10978353	Consumer Internet	Rental Bike Aggregator App	Noida
10979573	Consumer Internet	P2P Messaging Service	New Delhi
10979647	Consumer Internet	P2P Messaging Service	New Delhi
10979827	ECommerce	Online platform for Higher Education Services	New Delhi
10979880	ECommerce	Mobile Accessories etailer	New Delhi
10979932	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10980631	ECommerce	Online Grocery Store	Bangalore
10980926	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10981147	ECommerce	Online Jewellery etailer	Bangalore
10981212	Consumer Internet	Mobile Advertising App	Noida
10981402	Consumer Internet	Deal Discovery App	Bangalore
10982226	Consumer Internet	Smart Parking Platform	New Delhi
10982381	Consumer Internet	Mortgage Offering Platform	Gurgaon
10982422	Consumer Internet	Online insurance policy aggregator	Noida
10982682	Education	School Student admissions platform	New Delhi
10982892	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10983971	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10983976	Finance	Startup Crowd-funding platform	Mumbai
10984342	Food & Beverage	Craft Beer manufacturing company	New Delhi
10985948	Consumer Internet	Mobile Advertising App	Noida
10986026	Consumer Internet	Online Real Estate Portal	Mumbai
10986461	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10987560	ECommerce	Online Pet Store	Gurgaon
10987637	ECommerce	Home D?cor Product etailer	New Delhi
10988035	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10988159	Consumer Internet	Online travel agent marketplace	Noida
10988523	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10989322	Consumer Internet	Automobile Service Booking App	Bangalore
10989666	Technology	Online Tutorial Marketplace	Bangalore
10989806	Consumer Internet	on-demand concierge services	Gurgaon
10989816	Consumer Internet	Live Online Coaching Classes	New Delhi
10990255	ECommerce	Adult Products Etailers	New Delhi / US
10990291	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10990609	E-commerce	Food and Beverages	Bengaluru
10991126	Consumer Internet	Indians focused Matchmaking App	Bangalore
10992110	E-commerce	Food and Beverages	Bengaluru
10992292	Technology	Customer Engagement Platform	New Delhi
10992311	Consumer Internet	Food Delivery Platform	Hyderabad
10992538	Logistics	Online freight aggregator	Bangalore
10993241	Consumer Internet	Parenting Social Network	Bangalore
10993576	ECommerce	Specialty Tea ETailer	Siliguri
10993803	ECommerce	Mobile Accessories etailer	New Delhi
10994485	Technology	Aadhaar-based API provider	Pune
10994678	Consumer Internet	Crowd Funding Platform	New Delhi
10995291	Education	College Education Portal	New Delhi
10995348	ECommerce	Construction Material ETailer	Gurgaon
10995838	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10995858	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10996035	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10996112	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10996772	Consumer Internet	Educational College Search platform	New Delhi
10996899	ECommerce	Online marketplace for cars	Mumbai
10996955	Consumer Internet	Educational College Search platform	New Delhi
10997222	Consumer Internet	Mobile app based Concierge Service	New Delhi
10997568	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10998003	Technology	TV to Mobile audience Platform	Gurgaon
10998072	Technology	Real time data analytics & reporting	Bangalore
10998641	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10998764	Healthcare	Weigh Loss Coaching	Mumbai
10999445	Technology	Data Intelligence & Analytics	Hyderabad
10999858	Consumer Internet	Automobile Classifieds Portal	Mumbai
10999887	Technology	Car Rental Software Solutions	Noida
