id,Year_of_Start,Empl_Cnt_Y1,InvestmentType,Invest_1st_Q_S,Industry_Vertical,SubVertical,City,OperationalDimension,IndustryPerformance,CompetitiveLandscape,CustomerDimension,MarketDimension,ManamgementDimension,StrategicDimenision,FinanceDimension,HRDimension,status
10337837,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online/Mobile food ordering platform,Bangalore,6.0,Low,Low,7.0,5.0,8,7,8.0,7.0,0.0
10398537,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Parenting Social Network,Bangalore,6.0,Low,Medium,5.0,5.0,7,8,8.0,8.0,0.0
10331622,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Coupon & Cashback platform,Gurgaon,7.0,Medium,Low,5.0,8.0,9,8,7.0,6.0,0.0
10915847,2013,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Casual Gaming platform,New Delhi,6.0,Medium,Low,7.0,6.0,6,9,7.0,5.0,0.0
10600483,2012,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Mobile Accessories etailer,New Delhi,7.0,Medium,Medium,6.0,7.0,9,7,8.0,5.0,0.0
10427918,2013,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,5.0,High,Medium,6.0,6.0,6,8,8.0,6.0,0.0
10670010,2013,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Educational College Search platform,New Delhi,5.0,Low,Low,6.0,8.0,6,8,9.0,6.0,0.0
10796902,2014,10-25,Seed/Angel Funding,1 - 2 Crores,Finance,Social Business Incubator & Fund,Chennai,6.0,Low,Low,8.0,5.0,8,7,8.0,7.0,0.0
10818842,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Budget Accomodation Aggregator,New Delhi,6.0,Low,Low,7.0,8.0,8,9,6.0,5.0,0.0
10085747,2012,10-25,Private Equity,2 - 5 Crores,ECommerce,B2B Industrial Goods Marketplace,New Delhi,5.0,Low,Low,5.0,6.0,8,7,7.0,7.0,0.0
10766481,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Marketplace for Distributors,Mumbai,6.0,High,Low,6.0,8.0,6,7,7.0,6.0,0.0
10665013,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Adult Products Etailers,New Delhi / US,6.0,High,Low,6.0,5.0,9,9,8.0,7.0,0.0
10473747,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Social Meeting organizer App,Mumbai / UK,5.0,Low,Low,5.0,5.0,7,7,9.0,6.0,0.0
10710047,2014,Above 25,Debt Funding,5 Crore and Above,Healthcare,Women Hygiene Product Manufacturer,Mumbai,6.0,Low,Low,5.0,8.0,9,7,8.0,8.0,0.0
10580148,2014,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Kids Focused eTailer,Pune,7.0,High,Low,7.0,8.0,8,8,6.0,5.0,0.0
10519552,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Personal Finance Mobile App,Bangalore,5.0,High,Low,6.0,8.0,7,7,8.0,8.0,0.0
10063864,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online insurance policy aggregator,Noida,5.0,Low,Low,7.0,6.0,6,7,9.0,7.0,0.0
10777037,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Online Real Estate Portal,Mumbai,6.0,High,Low,6.0,6.0,8,7,8.0,5.0,0.0
10027859,2012,Above 25,Private Equity,5 Crore and Above,Technology,Smartphone OS Developer,Bangalore,7.0,Low,Low,7.0,5.0,8,7,6.0,5.0,0.0
10583547,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,6.0,Medium,Low,8.0,8.0,8,9,7.0,8.0,0.0
10634098,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Deal Discovery App,Bangalore,6.0,Medium,Low,6.0,7.0,8,8,9.0,8.0,0.0
10554785,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,5.0,High,Low,7.0,7.0,8,9,9.0,6.0,0.0
10057696,2014,10-25,Private Equity,1 - 2 Crores,Consumer Internet,on-demand concierge services,Gurgaon,5.0,High,Low,5.0,8.0,7,8,7.0,6.0,0.0
10917263,2013,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,7.0,High,Medium,6.0,5.0,8,9,6.0,8.0,0.0
10020490,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Technology,Home Automation & Security Solutions,Bangalore,7.0,Medium,Low,5.0,7.0,9,8,7.0,8.0,0.0
10367344,2015,Above 25,Private Equity,5 Crore and Above,Technology,Electronic Payments Solution Company,Mumbai,7.0,Medium,Low,5.0,7.0,9,8,7.0,6.0,0.0
10715253,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Enterprise Cloud Based Data Processing,Bangalore,5.0,Medium,Low,8.0,7.0,8,7,7.0,7.0,0.0
10799355,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,7.0,High,Low,6.0,5.0,7,8,9.0,8.0,0.0
10212753,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Photography curation & Aggregator platform,Mumbai,7.0,High,Low,7.0,5.0,7,9,9.0,8.0,0.0
10340173,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SME Online Buying Hub,Gurgaon,6.0,Medium,Low,7.0,7.0,8,7,8.0,8.0,0.0
10451781,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Home D?cor Product etailer,New Delhi,7.0,Medium,Low,6.0,8.0,7,9,7.0,6.0,0.0
10744030,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Specialty Tea ETailer,Siliguri,6.0,High,Low,5.0,7.0,9,7,9.0,7.0,0.0
10825880,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material ETailer,Gurgaon,7.0,Low,Low,6.0,8.0,8,9,7.0,6.0,0.0
10953820,2016,Above 25,Debt Funding,5 Crore and Above,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,6.0,Low,High,8.0,8.0,6,8,6.0,5.0,0.0
10803430,2013,Below 10,Seed/Angel Funding,20-40 Lacs,ECommerce,Online Rental Marketplace,Bangalore,5.0,Low,High,6.0,6.0,7,7,7.0,6.0,1.0
10228066,2014,10-25,Private Equity,2 - 5 Crores,Technology,Data Intelligence & Analytics,Hyderabad,5.0,Low,High,6.0,5.0,6,9,7.0,8.0,1.0
10107315,2014,10-25,Angel / Seed Funding,2 - 5 Crores,FMCG,Vegetables & Fruits Supply Chain,Mumbai,7.0,Low,High,7.0,6.0,7,8,9.0,5.0,1.0
10680166,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Interne,Medical Video Consultation platform,Bangalore,5.0,High,High,5.0,5.0,8,7,6.0,8.0,1.0
10560289,2012,10-25,Private Equity,2 - 5 Crores,Technology,Connected Smart Home Solutions,Bangalore,5.0,High,High,7.0,5.0,6,8,9.0,7.0,1.0
10117338,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Crowd Funding Platform,New Delhi,6.0,Low,High,7.0,5.0,7,7,9.0,8.0,1.0
10038918,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,5.0,High,Medium,6.0,7.0,6,9,8.0,7.0,0.0
10774573,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Rental Bike Aggregator App,Noida,7.0,Low,Low,6.0,5.0,7,9,9.0,6.0,0.0
10803185,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Indians focused Matchmaking App,Bangalore,5.0,High,Medium,8.0,8.0,6,9,9.0,8.0,0.0
10978139,2012,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fresh Food Delivery platform,Bangalore,7.0,High,Medium,8.0,7.0,6,7,6.0,7.0,0.0
10911574,2013,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Online marketplace for cars,Mumbai,7.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10739322,2015,10-25,Private Equity,2 - 5 Crores,Technology,Mobile & Cloud based App developer,New Delhi,7.0,High,Medium,6.0,7.0,8,7,7.0,5.0,0.0
10959420,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,6.0,Medium,Low,8.0,8.0,9,7,8.0,8.0,0.0
10622867,2016,Below 10,Private Equity,1 - 2 Crores,Consumer Internet,Online Furniture Customization platform,Bangalore,7.0,High,Medium,6.0,7.0,7,8,6.0,7.0,0.0
10901957,2012,Above 25,Private Equity,5 Crore and Above,Education,Mobile Based Education platform,Jaipur,5.0,High,Low,8.0,8.0,7,7,9.0,7.0,0.0
10352023,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,5.0,High,Low,5.0,7.0,6,7,8.0,6.0,0.0
10567540,2013,Above 25,Debt Funding,5 Crore and Above,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,5.0,High,Medium,5.0,8.0,8,8,8.0,8.0,0.0
10487655,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,5.0,High,Low,7.0,6.0,8,8,6.0,8.0,0.0
10949963,2016,Above 25,Private Equity,5 Crore and Above,Education,Career Planning and Education Advisory Platform,Mumbai,5.0,Medium,Low,7.0,8.0,8,9,6.0,7.0,0.0
10906770,2013,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,5.0,High,Medium,8.0,8.0,8,9,7.0,8.0,0.0
10738280,2013,Above 25,Debt Funding,5 Crore and Above,ECommerce,Organic Food eTailer,Bangalore,6.0,Medium,Low,6.0,7.0,9,8,9.0,7.0,0.0
10176112,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Fashion Apparel Retailer,Gurgaon,5.0,Medium,Low,5.0,8.0,9,7,9.0,6.0,0.0
10407282,2013,Below 10,Private Equity,1 - 2 Crores,Consumer Internet,Mobile app based Concierge Service,New Delhi,7.0,High,Low,7.0,6.0,9,8,8.0,8.0,0.0
10683083,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,5.0,High,Low,7.0,6.0,6,8,8.0,6.0,1.0
10153444,2013,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,7.0,Medium,Low,6.0,5.0,8,8,8.0,8.0,1.0
10493263,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,5.0,High,Low,8.0,8.0,9,9,7.0,8.0,1.0
10931677,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,ECommerce Marketplace,Gurgaon,5.0,Low,Low,5.0,6.0,9,9,8.0,8.0,1.0
10979573,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,P2P Messaging Service,New Delhi,6.0,Low,Low,8.0,6.0,9,7,9.0,6.0,1.0
10695693,2013,Above 25,Private Equity,5 Crore and Above,Technology,Next Generation in-building connectivity,Bangalore,5.0,Low,Low,5.0,6.0,6,7,6.0,5.0,1.0
10216483,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Referral Platform,Mumbai,7.0,Low,Low,8.0,6.0,6,7,8.0,8.0,1.0
10735146,2013,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Auto Classifieds Portal,Mumbai,5.0,High,Low,7.0,7.0,6,7,6.0,6.0,1.0
10657298,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,7.0,High,Low,5.0,7.0,9,8,9.0,5.0,1.0
10251327,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,inter-city cab aggregator,New Delhi,5.0,Low,Low,8.0,6.0,9,9,8.0,7.0,1.0
10343923,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Food Ordering Mobile App,Hyderabad,6.0,High,Medium,8.0,6.0,8,7,9.0,6.0,0.0
10285232,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Healthcare,Professional Health Services Platform,Mumbai,5.0,Low,Low,6.0,5.0,7,8,9.0,6.0,0.0
10116161,2014,Below 10,Seed/Angel Funding,1 - 2 Crores,Healthcare,Weigh Loss Coaching,Mumbai,7.0,High,Medium,7.0,8.0,8,9,8.0,8.0,0.0
10533125,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,6.0,Medium,Low,6.0,5.0,9,8,6.0,8.0,0.0
10083408,2012,10-25,Private Equity,2 - 5 Crores,ECommerce,Construction Material Marketplace,Bangalore,5.0,High,Medium,7.0,5.0,6,9,6.0,7.0,1.0
10113819,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Carpooling Mobile App,Gurgaon,5.0,High,Medium,8.0,6.0,9,8,6.0,6.0,0.0
10533491,2013,Above 25,Private Equity,5 Crore and Above,Technology,TV to Mobile audience Platform,Gurgaon,6.0,High,Medium,5.0,5.0,8,8,7.0,8.0,0.0
10152168,2014,Above 25,Private Equity,5 Crore and Above,Healthcare,Healthcare Product Manufacturer,Bangalore,6.0,High,Medium,7.0,7.0,8,7,8.0,6.0,0.0
10979932,2016,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,6.0,Low,Medium,7.0,6.0,6,8,6.0,7.0,0.0
10268533,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Party Hall Booking platform,Bangalore,6.0,Medium,Medium,5.0,7.0,8,8,7.0,7.0,0.0
10807127,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,healthcare aggregator platform,Mumbai,7.0,High,Low,8.0,7.0,9,9,8.0,7.0,0.0
10952622,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Mobile app based Job Search,Noida,5.0,Low,Low,7.0,6.0,8,8,7.0,6.0,0.0
10618080,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,5.0,Medium,Low,8.0,6.0,6,7,9.0,8.0,0.0
10412124,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Dating & Singles Chat Platform,Mumbai,7.0,High,Low,5.0,5.0,6,7,9.0,8.0,0.0
10729271,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SAAS DIY? ECommerce Platform,New Delhi,6.0,High,Medium,6.0,6.0,8,7,6.0,6.0,0.0
10773915,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online/Mobile food ordering platform,Bangalore,5.0,High,Medium,7.0,6.0,7,9,9.0,7.0,0.0
10958405,2013,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Parenting Social Network,Bangalore,5.0,High,Low,7.0,6.0,9,8,6.0,6.0,0.0
10768166,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Coupon & Cashback platform,Gurgaon,5.0,High,Medium,6.0,7.0,9,8,9.0,8.0,0.0
10538843,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Casual Gaming platform,New Delhi,5.0,High,Low,5.0,7.0,6,8,6.0,5.0,0.0
10412246,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Mobile Accessories etailer,New Delhi,6.0,Low,Low,6.0,5.0,9,9,6.0,5.0,0.0
10678644,2013,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,6.0,Low,Medium,5.0,7.0,6,9,9.0,6.0,0.0
10818945,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Educational College Search platform,New Delhi,7.0,Low,Medium,5.0,6.0,6,7,9.0,5.0,0.0
10660243,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Finance,Social Business Incubator & Fund,Chennai,7.0,Low,Medium,5.0,8.0,9,9,9.0,5.0,0.0
10615227,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Budget Accomodation Aggregator,New Delhi,7.0,Low,Low,7.0,6.0,6,8,9.0,7.0,0.0
10290949,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,B2B Industrial Goods Marketplace,New Delhi,7.0,Low,Medium,8.0,8.0,9,7,7.0,7.0,0.0
10420193,2016,Below 10,Private Equity,40-60 Lacs,ECommerce,B2B Marketplace for Distributors,Mumbai,7.0,Low,Low,7.0,7.0,8,8,8.0,7.0,0.0
10104559,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,Adult Products Etailers,New Delhi / US,6.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10367742,2013,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Social Meeting organizer App,Mumbai / UK,5.0,Medium,Medium,6.0,6.0,8,9,7.0,7.0,0.0
10136254,2014,Above 25,Debt Funding,5 Crore and Above,Healthcare,Women Hygiene Product Manufacturer,Mumbai,6.0,Medium,Medium,8.0,5.0,9,8,7.0,7.0,0.0
10641865,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Kids Focused eTailer,Pune,5.0,Medium,Low,5.0,6.0,9,9,6.0,6.0,0.0
10870475,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Personal Finance Mobile App,Bangalore,7.0,Medium,Medium,5.0,7.0,8,7,7.0,7.0,0.0
10666698,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online insurance policy aggregator,Noida,7.0,Medium,Low,7.0,7.0,7,8,8.0,8.0,0.0
10818206,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Online Real Estate Portal,Mumbai,7.0,High,Medium,7.0,7.0,6,9,6.0,8.0,0.0
10143351,2013,10-25,Private Equity,1 - 2 Crores,Technology,Smartphone OS Developer,Bangalore,7.0,Low,Medium,6.0,7.0,6,9,8.0,5.0,0.0
10998641,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,6.0,Low,Medium,,,6,8,9.0,7.0,0.0
10089134,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Deal Discovery App,Bangalore,5.0,High,Low,7.0,6.0,9,9,7.0,7.0,0.0
10469423,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,6.0,Low,Low,8.0,8.0,8,8,6.0,5.0,0.0
10053632,2015,10-25,Private Equity,1 - 2 Crores,Consumer Internet,on-demand concierge services,Gurgaon,7.0,Low,Low,6.0,6.0,8,8,6.0,8.0,0.0
10335685,2016,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,6.0,High,Low,5.0,5.0,6,9,6.0,6.0,0.0
10975432,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Home Automation & Security Solutions,Bangalore,6.0,High,Medium,8.0,7.0,6,9,6.0,8.0,0.0
10013606,2013,Above 25,Private Equity,5 Crore and Above,Technology,Electronic Payments Solution Company,Mumbai,6.0,High,Medium,7.0,8.0,8,9,6.0,5.0,0.0
10383528,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Enterprise Cloud Based Data Processing,Bangalore,6.0,Low,Low,7.0,6.0,8,8,7.0,6.0,0.0
10952691,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,5.0,Medium,High,6.0,7.0,7,7,6.0,5.0,1.0
10722204,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Photography curation & Aggregator platform,Mumbai,7.0,Low,High,4.0,7.0,6,6,5.0,5.0,1.0
10609717,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SME Online Buying Hub,Gurgaon,5.0,Low,High,4.0,7.0,6,7,7.0,5.0,1.0
10933133,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Home D?cor Product etailer,New Delhi,6.0,Low,High,6.0,4.0,5,6,5.0,6.0,1.0
10371340,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Specialty Tea ETailer,Siliguri,7.0,Low,High,7.0,4.0,6,7,7.0,3.0,1.0
10824367,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material ETailer,Gurgaon,6.0,Medium,High,7.0,7.0,5,7,7.0,5.0,1.0
10990291,2016,Above 25,Debt Funding,5 Crore and Above,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,6.0,High,High,6.0,6.0,7,6,6.0,6.0,1.0
10276539,2014,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Online Rental Marketplace,Bangalore,5.0,Medium,High,7.0,6.0,4,6,7.0,6.0,1.0
10179810,2015,Above 25,Private Equity,5 Crore and Above,Technology,Data Intelligence & Analytics,Hyderabad,5.0,High,High,6.0,6.0,7,5,6.0,3.0,1.0
10017746,2016,10-25,Angel / Seed Funding,2 - 5 Crores,FMCG,Vegetables & Fruits Supply Chain,Mumbai,5.0,Low,High,7.0,7.0,5,8,6.0,6.0,1.0
10958355,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Interne,Medical Video Consultation platform,Bangalore,7.0,Low,High,6.0,6.0,7,5,5.0,3.0,1.0
10878435,2015,Above 25,Private Equity,5 Crore and Above,Technology,Connected Smart Home Solutions,Bangalore,6.0,Low,High,7.0,5.0,6,6,7.0,4.0,1.0
10233848,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Crowd Funding Platform,New Delhi,7.0,Low,High,4.0,6.0,7,8,6.0,5.0,1.0
10236091,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,5.0,Low,High,4.0,5.0,7,6,5.0,3.0,1.0
10707778,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Rental Bike Aggregator App,Noida,6.0,Medium,Medium,5.0,7.0,5,6,4.0,6.0,1.0
10318752,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Indians focused Matchmaking App,Bangalore,6.0,Medium,High,5.0,6.0,5,8,5.0,4.0,1.0
10284991,2015,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Fresh Food Delivery platform,Bangalore,6.0,Medium,High,4.0,6.0,7,8,6.0,3.0,1.0
10826615,2016,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online marketplace for cars,Mumbai,5.0,High,High,5.0,6.0,5,8,6.0,5.0,1.0
10839766,2015,Above 25,Private Equity,5 Crore and Above,Technology,Mobile & Cloud based App developer,New Delhi,6.0,Low,High,6.0,6.0,4,7,4.0,5.0,1.0
10488225,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Food Delivery Platform,Hyderabad,6.0,Medium,High,7.0,6.0,6,6,7.0,4.0,1.0
10164221,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,7.0,High,High,4.0,7.0,5,5,7.0,4.0,1.0
10576090,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Mobile App Analytics,Mumbai,7.0,Low,High,4.0,4.0,7,5,5.0,3.0,1.0
10648584,2014,Above 25,Private,5 Crore and Above,Finance,Online Lending,Pune,7.0,Low,High,4.0,6.0,4,8,5.0,4.0,1.0
10975400,2016,10-25,Angel / Seed Funding,2 - 5 Crores,E-commerce,Food and Beverages,Bengaluru,6.0,High,High,4.0,7.0,4,6,4.0,5.0,1.0
10714917,2015,10-25,Angel / Seed Funding,1 - 2 Crores,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,5.0,Medium,High,4.0,6.0,6,5,6.0,3.0,1.0
10130594,2014,10-25,Debt Funding,2 - 5 Crores,Finance,Online Lending,Ahmedabad,5.0,Low,High,7.0,7.0,6,5,7.0,4.0,1.0
10456887,2014,10-25,Seed/Angel Funding,1 - 2 Crores,Entertainment,Digital Entertainment for Children,Mumbai,5.0,Low,Low,7.0,7.0,5,8,6.0,3.0,1.0
10516271,2014,Above 25,Private Equity,5 Crore and Above,Technology,Personal Assistant,Bengaluru,5.0,Low,Low,6.0,6.0,6,8,6.0,4.0,1.0
10937984,2015,Below 10,Private Equity,1 - 2 Crores,E-commerce,Retail,Delhi,7.0,Low,Low,6.0,5.0,4,8,7.0,5.0,1.0
10501775,2015,10-25,Private Equity,2 - 5 Crores,Finance,Agricultural Loan,Chennai,7.0,Low,Low,5.0,6.0,6,5,5.0,3.0,1.0
10453886,2014,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,6.0,Low,Low,4.0,7.0,6,7,7.0,5.0,1.0
10389635,2015,Below 10,Angel / Seed Funding,60-80 Lacs,Technology,Online Tutorial Marketplace,Bangalore,7.0,Low,Low,7.0,7.0,4,5,6.0,6.0,1.0
10815048,2016,Above 25,Debt Funding,5 Crore and Above,Technology,Aadhaar-based API provider,Pune,5.0,Low,Low,5.0,7.0,4,7,5.0,3.0,1.0
10487797,2014,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Online Grocery Store,Bangalore,5.0,Low,Low,6.0,6.0,5,7,5.0,6.0,1.0
10661675,2014,Above 25,Private Equity,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,5.0,Low,Low,4.0,6.0,4,6,5.0,6.0,1.0
10317386,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Fantasy Games,Mumbai,6.0,Low,Low,7.0,4.0,5,6,7.0,6.0,1.0
10047977,2016,Above 25,Private Equity,5 Crore and Above,Technology,VR based Spiritual platform,Bangalore,5.0,High,Low,5.0,4.0,7,7,7.0,3.0,1.0
10808153,2014,10-25,Private Equity,2 - 5 Crores,Technology,Real time data analytics & reporting,Bangalore,6.0,Low,Low,5.0,6.0,6,7,7.0,5.0,1.0
10939052,2016,Above 25,Private Equity,5 Crore and Above,Technology,Financial Technology Research Platform,Bangalore,7.0,Medium,Low,7.0,6.0,5,5,4.0,5.0,1.0
